Episode,Mean Return
0,-3.535999999999997
1,-2.425999999999996
2,4.734000000000002
3,0.5980000000000036
4,1.5100000000000022
5,4.760571428571433
6,3.3240000000000025
7,7.372999999999993
8,12.113999999999995
9,3.769000000000008
10,3.366000000000009
11,6.312000000000008
12,2.9419999999999984
13,9.004000000000001
14,21.376000000000005
15,11.932
16,12.118
17,15.303999999999997
18,11.639999999999995
19,4.764000000000001
20,9.684571428571427
21,9.576000000000008
22,10.280000000000005
23,9.986000000000004
24,15.02999999999999
25,16.446999999999992
26,11.024000000000008
27,13.177999999999988
28,10.134000000000004
29,20.88200000000001
30,5.5520000000000005
31,7.4199999999999875
32,4.960000000000005
33,9.759571428571432
34,11.627999999999997
35,11.709714285714286
36,9.39
37,7.9059999999999935
38,11.722
39,7.140000000000003
40,9.290000000000004
41,8.710999999999999
42,10.18
43,12.228
44,13.794000000000002
45,9.121999999999998
46,7.703999999999996
47,12.627000000000006
48,6.876000000000007
49,12.896000000000004
50,12.718
51,12.464
52,7.623571428571443
53,12.945999999999998
54,9.024
55,10.86800000000001
56,14.120000000000008
57,10.574000000000003
58,9.744000000000003
59,10.094000000000005
60,1.9400000000000108
61,7.300000000000002
62,6.944
63,9.936000000000003
64,13.544000000000008
65,-0.2719999999999928
66,2.362000000000001
67,7.838000000000003
68,12.025
69,11.256000000000004
70,5.649000000000011
71,11.60257142857143
72,3.5760000000000005
73,5.956000000000002
74,4.740000000000007
75,11.15000000000001
76,7.739000000000007
77,2.536000000000004
78,13.440000000000005
79,3.464000000000005
80,14.39771428571429
81,9.612000000000002
82,5.640000000000006
83,5.392000000000002
84,6.643999999999997
85,11.340571428571437
86,5.994000000000009
87,8.728
88,9.446000000000003
89,9.984000000000004
90,7.972000000000001
91,3.054571428571435
92,3.6600000000000072
93,0.8285714285714325
94,13.254
95,2.1340000000000043
96,11.42714285714286
97,12.004000000000008
98,4.140000000000004
99,12.672000000000008
